epoch,learning_rate,loss,step
36.56,1e-05,0.2959,8300
36.61,1e-05,0.3087,8310
36.65,1e-05,0.3352,8320
36.7,1e-05,0.3885,8330
36.74,1e-05,0.3417,8340
36.78,1e-05,0.284,8350
36.83,1e-05,0.3458,8360
36.87,1e-05,0.3046,8370
36.92,1e-05,0.3484,8380
36.96,1e-05,0.2993,8390
37.0,1e-05,0.3603,8400
37.05,1e-05,0.3495,8410
37.09,1e-05,0.3237,8420
37.14,1e-05,0.3356,8430
37.18,1e-05,0.2719,8440
37.22,1e-05,0.3349,8450
37.27,1e-05,0.357,8460
37.31,1e-05,0.359,8470
37.36,1e-05,0.2963,8480
37.4,1e-05,0.2207,8490
37.44,1e-05,0.3321,8500
37.49,1e-05,0.3043,8510
37.53,1e-05,0.3404,8520
37.58,1e-05,0.3617,8530
37.62,1e-05,0.3432,8540
37.67,1e-05,0.2549,8550
37.71,1e-05,0.3336,8560
37.75,1e-05,0.3235,8570
37.8,1e-05,0.3278,8580
37.84,1e-05,0.3188,8590
37.89,1e-05,0.361,8600
37.93,1e-05,0.2939,8610
37.97,1e-05,0.2753,8620
38.02,1e-05,0.3649,8630
38.06,1e-05,0.323,8640
38.11,1e-05,0.346,8650
38.15,1e-05,0.3337,8660
38.19,1e-05,0.2915,8670
38.24,1e-05,0.2634,8680
38.28,1e-05,0.3054,8690
38.33,1e-05,0.3415,8700
38.37,1e-05,0.2854,8710
38.41,1e-05,0.2325,8720
38.46,1e-05,0.3197,8730
38.5,1e-05,0.3314,8740
38.55,1e-05,0.3582,8750
38.59,1e-05,0.2857,8760
38.63,1e-05,0.3012,8770
38.68,1e-05,0.3543,8780
38.72,1e-05,0.2956,8790
38.77,1e-05,0.2977,8800
38.81,1e-05,0.3275,8810
38.85,1e-05,0.351,8820
38.9,1e-05,0.2603,8830
38.94,1e-05,0.3295,8840
38.99,1e-05,0.2834,8850
39.03,1e-05,0.2764,8860
39.07,1e-05,0.3116,8870
39.12,1e-05,0.3325,8880
39.16,1e-05,0.3607,8890
39.21,1e-05,0.3059,8900
39.25,1e-05,0.3036,8910
39.3,1e-05,0.3178,8920
39.34,1e-05,0.2864,8930
39.38,1e-05,0.3202,8940
39.43,1e-05,0.3011,8950
39.47,1e-05,0.293,8960
39.52,1e-05,0.3623,8970
39.56,1e-05,0.2977,8980
39.6,1e-05,0.3574,8990
39.65,1e-05,0.2631,9000
39.69,1e-05,0.2898,9010
39.74,1e-05,0.3155,9020
39.78,1e-05,0.3376,9030
39.82,1e-05,0.2778,9040
39.87,1e-05,0.3016,9050
39.91,1e-05,0.3988,9060
39.96,1e-05,0.3338,9070
40.0,1e-05,0.3351,9080
40.04,1e-05,0.2913,9090
40.09,1e-05,0.3433,9100
40.13,1e-05,0.2987,9110
40.18,1e-05,0.2972,9120
40.22,1e-05,0.3179,9130
40.26,1e-05,0.3434,9140
40.31,1e-05,0.2544,9150
40.35,1e-05,0.3054,9160
40.4,1e-05,0.3176,9170
40.44,1e-05,0.2851,9180
40.48,1e-05,0.3777,9190
40.53,1e-05,0.276,9200
40.57,1e-05,0.2798,9210
40.62,1e-05,0.2531,9220
40.66,1e-05,0.2912,9230
40.7,1e-05,0.3027,9240
40.75,1e-05,0.2848,9250
40.79,1e-05,0.3038,9260
40.84,1e-05,0.2525,9270
40.88,1e-05,0.3563,9280
40.93,1e-05,0.3179,9290
40.97,1e-05,0.318,9300
41.01,1e-05,0.285,9310
41.06,1e-05,0.3148,9320
41.1,1e-05,0.2636,9330
41.15,1e-05,0.3419,9340
41.19,1e-05,0.2707,9350
41.23,1e-05,0.2644,9360
41.28,1e-05,0.2745,9370
41.32,1e-05,0.2839,9380
41.37,1e-05,0.2838,9390
41.41,1e-05,0.2903,9400
41.45,1e-05,0.2979,9410
41.5,1e-05,0.314,9420
41.54,1e-05,0.3016,9430
41.59,1e-05,0.2669,9440
41.63,1e-05,0.2292,9450
41.67,1e-05,0.3081,9460
41.72,1e-05,0.2348,9470
41.76,1e-05,0.2881,9480
41.81,1e-05,0.2342,9490
41.85,1e-05,0.3379,9500
41.89,1e-05,0.2752,9510
41.94,1e-05,0.278,9520
41.98,1e-05,0.2411,9530
42.03,1e-05,0.2611,9540
42.07,1e-05,0.267,9550
42.11,1e-05,0.3037,9560
42.16,1e-05,0.3059,9570
42.2,1e-05,0.2261,9580
42.25,1e-05,0.2569,9590
42.29,1e-05,0.2344,9600
42.33,1e-05,0.3133,9610
42.38,1e-05,0.233,9620
42.42,1e-05,0.3016,9630
42.47,1e-05,0.2618,9640
42.51,1e-05,0.2187,9650
42.56,1e-05,0.3293,9660
42.6,1e-05,0.3377,9670
42.64,1e-05,0.2969,9680
42.69,1e-05,0.3182,9690
42.73,1e-05,0.2582,9700
42.78,1e-05,0.2316,9710
42.82,1e-05,0.3231,9720
42.86,1e-05,0.3609,9730
42.91,1e-05,0.3167,9740
42.95,1e-05,0.2744,9750
43.0,1e-05,0.2852,9760
43.04,1e-05,0.2229,9770
43.08,1e-05,0.2468,9780
43.13,1e-05,0.2593,9790
43.17,1e-05,0.2726,9800
43.22,1e-05,0.2453,9810
43.26,1e-05,0.2864,9820
43.3,1e-05,0.2655,9830
43.35,1e-05,0.2664,9840
43.39,1e-05,0.2768,9850
43.44,1e-05,0.2331,9860
43.48,1e-05,0.2949,9870
43.52,1e-05,0.2456,9880
43.57,1e-05,0.2485,9890
43.61,1e-05,0.2617,9900
43.66,1e-05,0.2883,9910
43.7,1e-05,0.2737,9920
43.74,1e-05,0.2526,9930
43.79,1e-05,0.2469,9940
43.83,1e-05,0.2818,9950
43.88,1e-05,0.3378,9960
43.92,1e-05,0.2664,9970
43.96,1e-05,0.2911,9980
44.01,1e-05,0.2728,9990
44.05,1e-05,0.2865,10000
44.1,1e-05,0.2466,10010
44.14,1e-05,0.3039,10020
44.19,1e-05,0.2282,10030
44.23,1e-05,0.2797,10040
44.27,1e-05,0.1957,10050
44.32,1e-05,0.3038,10060
44.36,1e-05,0.2418,10070
44.41,1e-05,0.2375,10080
44.45,1e-05,0.2344,10090
44.49,1e-05,0.2378,10100
44.54,1e-05,0.2346,10110
44.58,1e-05,0.2159,10120
44.63,1e-05,0.2848,10130
44.67,1e-05,0.2824,10140
44.71,1e-05,0.2903,10150
44.76,1e-05,0.2601,10160
44.8,1e-05,0.2793,10170
44.85,1e-05,0.204,10180
44.89,1e-05,0.2548,10190
44.93,1e-05,0.2728,10200
44.98,1e-05,0.3053,10210
45.02,1e-05,0.1974,10220
45.07,1e-05,0.2257,10230
45.11,1e-05,0.1982,10240
45.15,1e-05,0.2814,10250
45.2,1e-05,0.2533,10260
45.24,1e-05,0.2641,10270
45.29,1e-05,0.2534,10280
45.33,1e-05,0.2634,10290
45.37,1e-05,0.2468,10300
45.42,1e-05,0.2681,10310
45.46,1e-05,0.2598,10320
45.51,1e-05,0.2428,10330
45.55,1e-05,0.2726,10340
45.59,1e-05,0.2339,10350
45.64,1e-05,0.2089,10360
45.68,1e-05,0.2472,10370
45.73,1e-05,0.2563,10380
45.77,1e-05,0.2238,10390
45.81,1e-05,0.2635,10400
45.86,1e-05,0.2272,10410
45.9,1e-05,0.2919,10420
45.95,1e-05,0.2465,10430
45.99,1e-05,0.3299,10440
46.04,1e-05,0.2582,10450
46.08,1e-05,0.1812,10460
46.12,1e-05,0.2585,10470
46.17,1e-05,0.2143,10480
46.21,1e-05,0.2066,10490
46.26,1e-05,0.1897,10500
46.3,1e-05,0.2356,10510
46.34,1e-05,0.232,10520
46.39,1e-05,0.2368,10530
46.43,1e-05,0.2216,10540
46.48,1e-05,0.2521,10550
46.52,1e-05,0.2436,10560
46.56,1e-05,0.2446,10570
46.61,1e-05,0.2451,10580
46.65,1e-05,0.2589,10590
46.7,1e-05,0.2539,10600
46.74,1e-05,0.2384,10610
46.78,1e-05,0.2665,10620
46.83,1e-05,0.251,10630
46.87,1e-05,0.2369,10640
46.92,1e-05,0.2259,10650
46.96,1e-05,0.2591,10660
47.0,1e-05,0.2256,10670
47.05,1e-05,0.2104,10680
47.09,1e-05,0.2495,10690
47.14,1e-05,0.23,10700
47.18,1e-05,0.2326,10710
47.22,1e-05,0.2368,10720
47.27,1e-05,0.2874,10730
47.31,1e-05,0.2696,10740
47.36,1e-05,0.2141,10750
47.4,1e-05,0.3234,10760
47.44,1e-05,0.2445,10770
47.49,1e-05,0.2314,10780
47.53,1e-05,0.2306,10790
47.58,1e-05,0.1839,10800
47.62,1e-05,0.2388,10810
47.67,1e-05,0.226,10820
47.71,1e-05,0.2532,10830
47.75,1e-05,0.271,10840
47.8,1e-05,0.2083,10850
47.84,1e-05,0.2295,10860
47.89,1e-05,0.1907,10870
47.93,1e-05,0.2428,10880
47.97,1e-05,0.2687,10890
48.02,1e-05,0.2352,10900
48.06,1e-05,0.1687,10910
48.11,1e-05,0.1912,10920
48.15,1e-05,0.229,10930
48.19,1e-05,0.2328,10940
48.24,1e-05,0.2789,10950
48.28,1e-05,0.1946,10960
48.33,1e-05,0.2007,10970
48.37,1e-05,0.2311,10980
48.41,1e-05,0.2427,10990
48.46,1e-05,0.2674,11000
48.5,1e-05,0.2321,11010
48.55,1e-05,0.2745,11020
48.59,1e-05,0.2019,11030
48.63,1e-05,0.1781,11040
48.68,1e-05,0.2545,11050
48.72,1e-05,0.247,11060
48.77,1e-05,0.2381,11070
48.81,1e-05,0.1967,11080
48.85,1e-05,0.2465,11090
48.9,1e-05,0.2643,11100
48.94,1e-05,0.2409,11110
48.99,1e-05,0.2236,11120
49.03,1e-05,0.2399,11130
49.07,1e-05,0.1873,11140
49.12,1e-05,0.2471,11150
49.16,1e-05,0.2349,11160
49.21,1e-05,0.2481,11170
49.25,1e-05,0.2522,11180
49.3,1e-05,0.2407,11190
49.34,1e-05,0.2212,11200
49.38,1e-05,0.2245,11210
49.43,1e-05,0.1984,11220
49.47,1e-05,0.2109,11230
49.52,1e-05,0.1769,11240
49.56,1e-05,0.2,11250
49.6,1e-05,0.1942,11260
49.65,1e-05,0.2071,11270
49.69,1e-05,0.2127,11280
49.74,1e-05,0.2201,11290
49.78,1e-05,0.2282,11300
